participant_ID,treatment,part,trial_no,setup_cost_red,setup_cost_blue,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
0.0,0.0,2.0,0.0,5.0,5.0,0.1,1,0,1.0,0,0,0,-1,0.1,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,2,0,1.0,0,1,0,-1,0.12903225806451613,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,3,0,1.0,0,2,0,-1,0.16494845360824742,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,4,1,0.0,0,3,0,-1,0.20846905537459284,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,1,0,0.0,0,0,0,-1,0.1,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,2,0,0.0,1,0,0,-1,0.07692307692307693,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,3,0,0.0,2,0,0,-1,0.058823529411764705,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,4,0,1.0,3,0,0,-1,0.04477611940298507,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,5,1,0.0,3,1,0,-1,0.058823529411764705,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,1,0,1.0,0,0,0,-1,0.1,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,2,1,0.0,0,1,0,-1,0.12903225806451613,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,1,0,0.0,0,0,0,-1,0.1,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,2,0,0.0,1,0,0,-1,0.07692307692307693,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,3,0,0.0,2,0,0,-1,0.058823529411764705,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,4,0,0.0,3,0,0,-1,0.04477611940298507,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,5,0,0.0,4,0,0,-1,0.033962264150943396,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,6,0,0.0,5,0,0,-1,0.025689819219790674,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,7,0,1.0,6,0,0,-1,0.01939190806799138,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,8,0,1.0,6,1,0,-1,0.025689819219790674,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,9,0,0.0,6,2,0,-1,0.033962264150943396,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,10,0,0.0,7,2,0,-1,0.025689819219790674,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,11,0,0.0,8,2,0,-1,0.01939190806799138,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,12,0,1.0,9,2,0,-1,0.014614783183977867,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,13,0,0.0,9,3,0,-1,0.01939190806799138,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,14,0,1.0,10,3,0,-1,0.014614783183977867,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,15,0,0.0,10,4,0,-1,0.01939190806799138,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,16,0,0.0,11,4,0,-1,0.014614783183977867,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,17,0,0.0,12,4,0,-1,0.011001282728438843,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,18,0,0.0,13,4,0,-1,0.008273717422474094,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,19,0,0.0,14,4,0,-1,0.006218149870585525,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,20,0,1.0,15,4,0,-1,0.00467087345072493,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,21,0,0.0,15,5,0,-1,0.006218149870585525,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,22,0,1.0,16,5,0,-1,0.00467087345072493,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,23,0,1.0,16,6,0,-1,0.006218149870585525,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,24,0,0.0,16,7,0,-1,0.008273717422474092,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,25,0,0.0,17,7,0,-1,0.006218149870585524,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,26,0,1.0,18,7,0,-1,0.00467087345072493,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,27,0,0.0,18,8,0,-1,0.006218149870585525,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,28,0,0.0,19,8,0,-1,0.00467087345072493,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,29,0,0.0,20,8,0,-1,0.0035072505689355683,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,30,0,0.0,21,8,0,-1,0.0026327463519868932,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,31,0,1.0,22,8,0,-1,0.0019758602487056237,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,32,0,0.0,22,9,0,-1,0.002632746351986893,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,33,0,0.0,23,9,0,-1,0.0019758602487056232,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,34,0,0.0,24,9,0,-1,0.0014826275527404914,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,35,0,1.0,25,9,0,-1,0.0011123829769680816,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,36,1,0.0,25,10,0,-1,0.0014826275527404914,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,1,0,0.0,0,0,0,-1,0.1,0.0,0.0,0
0.0,0.0,2.0,0.0,5.0,5.0,0.1,2,0,0.0,1,0,0,-1,0.07692307692307693,0.0,0.0,0
