participant_ID,treatment,part,trial_no,setup_cost_red,setup_cost_blue,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1,1,0.0,24.0,16.0,0.7,red,1,1,True,0,0,0,-1,red,True,0.0,16922.947100000332
1,2,0.0,8.0,12.0,0.3,blue,1,1,True,0,0,0,-1,blue,True,0.0,4604.983899999784
1,3,0.0,24.0,16.0,0.9,red,1,1,True,0,0,0,-1,red,True,0.0,8271.653499999959
1,4,0.0,8.0,12.0,0.1,red,1,1,True,0,0,0,-1,red,True,0.0,6137.219600000034
1,5,0.0,96.0,64.0,0.3,red,1,1,True,0,0,0,-1,red,True,0.0,10905.62140000022
1,6,0.0,32.0,48.0,0.9,red,1,1,True,0,0,0,-1,red,True,0.0,6503.972700000342
1,7,0.0,64.0,96.0,0.9,blue,1,1,True,0,0,0,-1,blue,True,0.0,7087.167100000401
1,8,0.0,6.0,4.0,0.5,red,1,1,True,0,0,0,-1,red,True,0.0,5436.928500000178
1,9,0.0,4.0,6.0,0.7,blue,1,1,True,0,0,0,-1,blue,True,0.0,3869.78619999988
1,10,0.0,48.0,32.0,0.3,blue,1,1,True,0,0,0,-1,blue,True,0.0,4269.788200000149
1,11,0.0,16.0,24.0,0.3,blue,1,1,True,0,0,0,-1,blue,True,0.0,4703.400900000056
1,12,0.0,12.0,8.0,0.1,blue,1,1,True,0,0,0,-1,blue,True,0.0,3517.834700000345
1,13,0.0,96.0,64.0,0.5,blue,1,1,True,0,0,0,-1,blue,True,0.0,4734.21819999997
1,14,0.0,6.0,4.0,0.1,blue,1,1,True,0,0,0,-1,blue,True,0.0,3536.2816000003363
1,15,0.0,16.0,24.0,0.1,blue,1,1,True,0,0,0,-1,blue,True,0.0,5053.378400000697
1,16,0.0,4.0,6.0,0.3,blue,1,1,True,0,0,0,-1,blue,True,0.0,3068.146700000202
1,17,0.0,32.0,48.0,0.3,red,1,1,True,0,0,0,-1,red,True,0.0,5803.681799999809
1,18,0.0,64.0,96.0,0.7,red,1,1,True,0,0,0,-1,red,True,0.0,4254.063600000879
1,19,0.0,24.0,16.0,0.1,blue,1,1,True,0,0,0,-1,blue,True,0.0,6003.891199999917
1,20,0.0,16.0,24.0,0.9,red,1,1,True,0,0,0,-1,red,True,0.0,6604.0544000001355
1,21,0.0,64.0,96.0,0.5,blue,1,1,True,0,0,0,-1,blue,True,0.0,5937.109100000344
1,22,0.0,12.0,8.0,0.7,red,1,1,True,0,0,0,-1,red,True,0.0,6253.9630999991505
