participant_ID,treatment,part,trial_no,setup_cost_red,setup_cost_blue,red_prior_prob,current_rounds,action_type,suspect,count_red_samples,count_blue_samples,evidence_found,evidence_suspect,posterior,true_guilty_suspect,suspect_accused,time
1.0,1.0,3.0,1.0,8.0,12.0,0.7,1,1,1.0,0,0,0,-1.0,0.7,1.0,0.0,5279.985100000177
1.0,1.0,3.0,2.0,64.0,96.0,0.5,1,0,0.0,0,0,0,-1.0,0.5,1.0,1.0,3216.691500000097
1.0,1.0,3.0,2.0,64.0,96.0,0.5,2,0,0.0,1,0,0,-1.0,0.42857142857142855,1.0,1.0,3850.0332000001567
1.0,1.0,3.0,2.0,64.0,96.0,0.5,3,0,0.0,2,0,0,-1.0,0.36,1.0,1.0,4433.368500000275
1.0,1.0,3.0,2.0,64.0,96.0,0.5,4,1,1.0,3,0,0,-1.0,0.2967032967032967,1.0,1.0,5266.709800000395
1.0,1.0,3.0,3.0,48.0,32.0,0.5,1,0,1.0,0,0,0,-1.0,0.5,0.0,0.0,2183.2568000000097
1.0,1.0,3.0,3.0,48.0,32.0,0.5,2,0,1.0,0,1,0,-1.0,0.5714285714285714,0.0,0.0,2733.292700000109
1.0,1.0,3.0,3.0,48.0,32.0,0.5,3,0,1.0,0,2,0,-1.0,0.64,0.0,0.0,3300.000300000074
1.0,1.0,3.0,3.0,48.0,32.0,0.5,4,0,1.0,0,3,0,-1.0,0.7032967032967032,0.0,0.0,4099.967200000146
1.0,1.0,3.0,3.0,48.0,32.0,0.5,5,1,0.0,0,4,0,-1.0,0.7596439169139465,0.0,0.0,5233.236100000217
1.0,1.0,3.0,4.0,32.0,48.0,0.1,1,1,1.0,0,0,0,-1.0,0.1,1.0,1.0,3611.6819999999707
1.0,1.0,3.0,5.0,8.0,12.0,0.1,1,1,1.0,0,0,0,-1.0,0.1,1.0,1.0,2143.327199999766
1.0,1.0,3.0,6.0,8.0,12.0,0.5,1,1,0.0,0,0,0,-1.0,0.5,0.0,0.0,2451.705599999824
1.0,1.0,3.0,7.0,6.0,4.0,0.3,1,0,1.0,0,0,0,-1.0,0.3,0.0,0.0,2285.0650999999148
1.0,1.0,3.0,7.0,6.0,4.0,0.3,2,0,1.0,0,1,0,-1.0,0.36363636363636365,0.0,0.0,2868.357999999913
1.0,1.0,3.0,7.0,6.0,4.0,0.3,3,0,1.0,0,2,0,-1.0,0.43243243243243246,0.0,0.0,3501.677699999895
1.0,1.0,3.0,7.0,6.0,4.0,0.3,4,0,1.0,0,3,0,-1.0,0.5039370078740157,0.0,0.0,4101.698899999981
1.0,1.0,3.0,7.0,6.0,4.0,0.3,5,1,0.0,0,4,0,-1.0,0.5752808988764044,0.0,0.0,4601.770600000116
1.0,1.0,3.0,8.0,32.0,48.0,0.7,1,0,0.0,0,0,0,-1.0,0.7,1.0,1.0,3433.365299999969
1.0,1.0,3.0,8.0,32.0,48.0,0.7,2,0,0.0,1,0,0,-1.0,0.6363636363636362,1.0,1.0,4033.3299999998408
1.0,1.0,3.0,8.0,32.0,48.0,0.7,3,0,0.0,2,0,0,-1.0,0.5675675675675674,1.0,1.0,4550.018299999762
1.0,1.0,3.0,8.0,32.0,48.0,0.7,4,0,0.0,3,0,0,-1.0,0.4960629921259841,1.0,1.0,5083.38309999986
